,Sentiment,TwitterID,Date,QueryType,UserID,Tweet
1581,4,1693559049,Sun May 03 22:57:09 PDT 2009,NO_QUERY,simonleung,@WarrenYip dude ur trippin... i went upstairs the same time u did haha. in my room now on the computer 
1582,4,2067125074,Sun Jun 07 11:47:33 PDT 2009,NO_QUERY,linnix,@uheartdanny http://search.Twitter.com is how you search #hashtags and anything else on Twitter 
1583,4,1971123819,Sat May 30 06:16:51 PDT 2009,NO_QUERY,JayEhWhy,http://snurl.com/j2v21 awesome 
1584,4,1556684730,Sat Apr 18 23:52:16 PDT 2009,NO_QUERY,janakaystl,@vhanna26 What a hoot! 
1585,4,1834917716,Mon May 18 04:36:34 PDT 2009,NO_QUERY,abzayy,Is sitting in the lunch room on scarlet's iphone  me and scarlet love twitter ;).
1586,4,2056859817,Sat Jun 06 11:55:52 PDT 2009,NO_QUERY,Stomp_,@neilhimself My daughter is very tickled that she sneezed during today's reading and you said &quot;bless you&quot;. 
1587,0,2237185208,Fri Jun 19 05:20:41 PDT 2009,NO_QUERY,beckystarzmcfly,whats with the lack of tweet froms everyone 
1588,4,1551520640,Sat Apr 18 09:16:28 PDT 2009,NO_QUERY,BorrowLenses,@joeyjoeyjoey Thanks for spreading the word about us. Makes the WPPI Vegas hang over all the more worth it. 
1589,4,1932608787,Tue May 26 21:49:23 PDT 2009,NO_QUERY,brielyncalcutt,bed time  elyse comes home tomorrow morning! i cant wait to see her!!!!! 
1590,0,2264924494,Sun Jun 21 05:19:33 PDT 2009,NO_QUERY,musiclover80s,"happy father's day, papa! i still miss you... "
1591,0,2197267571,Tue Jun 16 13:33:43 PDT 2009,NO_QUERY,ndmla,@caguiar1993 lucky you... I won't be there until the weekend. 
1592,4,2175748029,Mon Jun 15 01:53:02 PDT 2009,NO_QUERY,PoloDuuDe,Up getting ready for work. haha look at me  #fb
1593,0,2252108681,Sat Jun 20 05:28:37 PDT 2009,NO_QUERY,sonymoon,is going to miss chickenfoot at shepherds bush empire 
1594,0,1963408013,Fri May 29 12:40:42 PDT 2009,NO_QUERY,heyycassy,@mileycyrus sorryyy milerz that i can't vote i would love to vote but it doesn't works i'm sad  and very frustraded  :@ :@ --__--
1595,4,2003296508,Tue Jun 02 06:16:14 PDT 2009,NO_QUERY,skylarksong,@curiositykate Thank you! 
1596,4,2177444537,Mon Jun 15 06:07:03 PDT 2009,NO_QUERY,johniferclive,@Mummy_fitz still ate it but... 
1597,4,2049894208,Fri Jun 05 17:41:26 PDT 2009,NO_QUERY,jingridphoto,Hopefully the worst of the storm is over now. NewYorkCity this fall. 
1598,0,1983572336,Sun May 31 13:24:56 PDT 2009,NO_QUERY,pinoysaint,Feeling lazy today 
1599,4,1573562146,Tue Apr 21 01:45:48 PDT 2009,NO_QUERY,hippiev,so happy it's break!  can't wait to put my eyeliner on....ahhh no school! how good is that?!
1600,4,1956990467,Thu May 28 23:12:56 PDT 2009,NO_QUERY,ranjidavid,@grahamhills I liked this one!  hope you're well!
1601,0,2242564606,Fri Jun 19 12:20:55 PDT 2009,NO_QUERY,rocknrollrissa,"@jordanknight, @DonnieWahlberg, @JonathanRKnight, @joeymcintyre, &amp; @dannywood section 1 tickets &amp; my ride just bailed for tonight!! help! "
1602,0,2246043753,Fri Jun 19 17:00:46 PDT 2009,NO_QUERY,LeeAnn_KY,@AGHChad I wish I could go!  Just too expensive for those of us who work in the service sector!    Have fun!!
1603,4,2057478339,Sat Jun 06 13:04:48 PDT 2009,NO_QUERY,chermainec,Haha. My second post 
1604,4,2067276523,Sun Jun 07 12:03:42 PDT 2009,NO_QUERY,AmyyXD,woops forgot to write @SummerLouiseR my bad 
1605,0,2176320368,Mon Jun 15 03:32:55 PDT 2009,NO_QUERY,UryaV,"@katiespage Too bad you couldn't come.  Still awesome though! Oh, and I hope the survey works out today, eager to fill it out!"
1606,0,1835457219,Mon May 18 06:02:07 PDT 2009,NO_QUERY,AceOfSpade23,@triceypooh Doodie Head...front desk duty awww 
1607,4,2051198583,Fri Jun 05 21:04:38 PDT 2009,NO_QUERY,wersdaluv,@Stebalien Sounds good. You have a link to a howto for that? 
1608,4,2051373713,Fri Jun 05 21:50:26 PDT 2009,NO_QUERY,nicole_castillo,Movie night with the besties! 
1609,4,1966617604,Fri May 29 18:05:34 PDT 2009,NO_QUERY,jazmine_kay,On my way to get drunk and disordely tour tickets with kiddoh/crystal 
1610,4,1880142666,Fri May 22 00:14:05 PDT 2009,NO_QUERY,frozenasshat,@Louie_E lets do somethingggg. call lauren!  haha
1611,0,1965689125,Fri May 29 16:21:53 PDT 2009,NO_QUERY,Roxie22,@fmulder21 why not? 
1612,4,1794360901,Thu May 14 05:37:53 PDT 2009,NO_QUERY,VioletsCRUK,@pd1001 lol not a chance...that's what keeps me sane!! (well kinda) Esp when i get to do all 3 at once!  Hope ur havin a nice afternoon!
1613,4,2067685607,Sun Jun 07 12:46:50 PDT 2009,NO_QUERY,lylyford,@jameskysonlee i can't wait to see him on heroes 
1614,0,2221287736,Thu Jun 18 05:05:28 PDT 2009,NO_QUERY,meglbee,"@churnal33 feel betta  the jerk currently operating a jackhammer inside my head needs to leave &amp; everything can stop spinning asap, please"
1615,0,2252382224,Sat Jun 20 06:08:37 PDT 2009,NO_QUERY,ohshataptep,"damn. didn't know that Speed Racer is at 7pm, huhuhuh .. gonna wait for tom. so i can watch it. the craving is killing me .. "
1616,4,1880866998,Fri May 22 02:47:07 PDT 2009,NO_QUERY,lrkarrasch,Sitting in the cinema waiting for some lesbian zombies!!!  This is going to be sweet!
1617,0,2249444176,Fri Jun 19 22:20:30 PDT 2009,NO_QUERY,downtorio,Dad's in New Orleans = not gonna be here for Father's Day =    = I'M MAKIN' WAFFLES.
1618,4,2001111883,Mon Jun 01 23:52:37 PDT 2009,NO_QUERY,priscillayay,my exam 
1619,4,1971591757,Sat May 30 07:27:11 PDT 2009,NO_QUERY,cliffdailey,"@Antoinettamarie Aaahh, I see I see  try to be good"
1620,4,2015450520,Wed Jun 03 04:41:50 PDT 2009,NO_QUERY,nickmileyjonas,wahahaha &quot;i have READ the article&quot; wow..remember the seventeen magazine where miley talks about her relationship with nick haha LOL 
1621,4,2064446437,Sun Jun 07 06:17:22 PDT 2009,NO_QUERY,Starfish93,@billyraycyrus Ireland loves you  My dads family come from Sligo on the coast 
1622,4,1957702290,Fri May 29 01:20:03 PDT 2009,NO_QUERY,plumeriafairy14,I really like Ne-Yo's song; In The Way. I could use it in writing a fanfiction... Hmm.. CSI Miami perhaps? Or Maybe Inheritance Cycle? 
1623,4,1692256051,Sun May 03 19:36:22 PDT 2009,NO_QUERY,Sophie_Girl,hahah  tiredd even though i slept all day ! haha
1624,0,2001025969,Mon Jun 01 23:37:34 PDT 2009,NO_QUERY,Itsme_bUn,"@robten can't check it out, been asked 4 password "
1625,4,2051197037,Fri Jun 05 21:04:07 PDT 2009,NO_QUERY,chelsea525,listening to heather take a shower and she says if she had a twitter she would tell u 2 
1626,4,1677444359,Sat May 02 02:06:28 PDT 2009,NO_QUERY,Recesteele,Got over it. 
1627,0,2013757010,Tue Jun 02 23:29:47 PDT 2009,NO_QUERY,pufflepie,"@CliveWild I'm well although my girl is miserable today, breaks my heart "
1628,0,2201058450,Tue Jun 16 19:44:50 PDT 2009,NO_QUERY,guifugii,@nathalialduarte 
1629,4,1836519444,Mon May 18 08:08:33 PDT 2009,NO_QUERY,lissymarie,"Outfit of the Day: Express Sequin Button Down shirt, H&amp;M Wide-Leg Grey Slacks &amp; Michael Kors Black and Silver Platform Wedges "
1630,0,2060609000,Sat Jun 06 19:13:43 PDT 2009,NO_QUERY,pixielaine,sore throat 
1631,4,2190148737,Tue Jun 16 01:54:31 PDT 2009,NO_QUERY,HollBuz,left my packing very last minute.... better get to it 
1632,0,1990661391,Mon Jun 01 05:26:40 PDT 2009,NO_QUERY,serendipitie,@H2oNeku No party. Have not had coffee yet.  Very cranky.  need coffee now.
1633,4,2013243176,Tue Jun 02 22:13:26 PDT 2009,NO_QUERY,robertrosenfeld,Hey @DevineNews  liked my reply. Seeet! 
1634,0,2328252961,Thu Jun 25 09:21:17 PDT 2009,NO_QUERY,Cladia,My I &lt;3 August bracelet fell off.  Good thing the beads are neon and sparkly.
1635,0,2230852118,Thu Jun 18 17:41:49 PDT 2009,NO_QUERY,OfeliaDuran,I HATE ear infections  wish I could HEAR. Life is so annoying with one ear plugged and the other not. Bleeeeehhhh.
1636,0,2199997750,Tue Jun 16 18:17:44 PDT 2009,NO_QUERY,valrockstar,I can not haz headache plz? 
1637,0,2198748441,Tue Jun 16 16:30:54 PDT 2009,NO_QUERY,Bammx3,"Watchin' Family ; its helping me calm down, these damn sniffles "
1638,4,1793308639,Thu May 14 02:11:19 PDT 2009,NO_QUERY,isty,"Cemilan yg gampang dibikin. Temennya bs pake ice cream, strawberry/chocolate jam jg bisa "
1639,0,2205098450,Wed Jun 17 03:57:16 PDT 2009,NO_QUERY,oranjebruin,still figuring out how this works... 
1640,0,1688072303,Sun May 03 10:16:27 PDT 2009,NO_QUERY,JaniceMyNig,@thatsd0pejen man I barely saw you guys. Sorry 
1641,0,2053378891,Sat Jun 06 04:20:30 PDT 2009,NO_QUERY,HappyBoy11,Loved the party wishing I could have stayed longer 
1642,0,2010775206,Tue Jun 02 17:56:56 PDT 2009,NO_QUERY,dudaantonin,i want sims 3 
1643,0,1995337260,Mon Jun 01 13:19:44 PDT 2009,NO_QUERY,bendygirly,At tia Eva's Wake 
1644,4,2039856416,Thu Jun 04 22:59:12 PDT 2009,NO_QUERY,sos100,@JamesPearce Well that saved me some time and effort. Thanks! 
1645,4,2002521054,Tue Jun 02 04:27:14 PDT 2009,NO_QUERY,xNIREE,@isabelllla well i have my last one tomorrow. so when your doing your exams i'll be at home sleeping in 
1646,0,2263015285,Sat Jun 20 23:45:14 PDT 2009,NO_QUERY,iloveleeleemore,i cant find lauren 
1647,0,1676388477,Fri May 01 21:54:09 PDT 2009,NO_QUERY,TrendSettazJBTV,"@WaleDC Yo, what's the best online store to purchase some Jordans? I'm in a drought "
1648,0,1964375883,Fri May 29 14:08:15 PDT 2009,NO_QUERY,BakeMeUpLA,@peacefullvegan I LOVE PD! So fucking good! I wanted to try something new...I give it 2.5/5 stars. It's meh. 
1649,4,1834332903,Mon May 18 02:31:58 PDT 2009,NO_QUERY,teddyrised,"@splashmilk Of course, Mikel "
1650,0,1994526212,Mon Jun 01 12:03:15 PDT 2009,NO_QUERY,ImUnstoppable,Uhhhh...... I hate homework 
1651,4,1979632690,Sun May 31 03:52:50 PDT 2009,NO_QUERY,maarteke,@lancearmstrong  yesterday a Belgian rider Philippe Gibert won he's one of the best riders in my country 
1652,0,1981675968,Sun May 31 09:39:33 PDT 2009,NO_QUERY,ingridejames,why do I expect kids to help 
1653,0,2249766789,Fri Jun 19 22:58:52 PDT 2009,NO_QUERY,incanto,Ohdamn I think I just fell in love with @SongzYuuup. Someone help. 
1654,0,1982157225,Sun May 31 10:38:34 PDT 2009,NO_QUERY,LindaVil,"It was so hot today! I got a sunburn  I Bycycled 20km today ;) We went to see faterfall with marta, I will add twitpics of waterfall !"
1655,4,2066319050,Sun Jun 07 10:17:39 PDT 2009,NO_QUERY,ElyseGabrielle,@Lindseylauren Omg Yay Awesome Well I Must See It  Which One Is Dying Lindsey or Lauren lol Mrs.CJBaran&lt;3
1656,4,1997397980,Mon Jun 01 16:46:47 PDT 2009,NO_QUERY,Nowhey,Is going home after packing to pack at home lol 
1657,4,2033315662,Thu Jun 04 12:31:50 PDT 2009,NO_QUERY,mariamtronchoni,Off to see tv and have dinner! 
1658,0,2190054737,Tue Jun 16 01:38:19 PDT 2009,NO_QUERY,Ju_J,"I finished Professor Layton at the weekend, so I don't have a game to play now  What else is good (preferably for the DS)?"
1659,0,1677382172,Sat May 02 01:47:21 PDT 2009,NO_QUERY,diggie,"It seems on my Eee 1000HE w/Azurewave wifi, newest drivers/BIOS/sw, enabling the wifi adapter causes persistent audio glitches "
1660,4,1759692595,Sun May 10 19:46:35 PDT 2009,NO_QUERY,rhea_ann,"@Animadi Lmao...well, I'm much better now, thanks for asking   How are you?"
1661,4,1975073981,Sat May 30 14:23:32 PDT 2009,NO_QUERY,I_nas,"Diversity won!! Yeaah one of my favorites, it was either Hollie or them! Congrats guys, you deserve it "
1662,0,1824486493,Sun May 17 01:35:30 PDT 2009,NO_QUERY,Skylten,@zoziekins aw  but it'll happen again and it'll be us for-like-ever. And who is Vern Troyer...i'll google.
1663,4,2001647454,Tue Jun 02 01:35:15 PDT 2009,NO_QUERY,shesvexed,"www.shesvexedboutique.com.......shipping items out to a candidate of the Mrs. America pageant, Stephanie......have a great day Tweets!!! "
1664,0,1468578809,Tue Apr 07 02:31:30 PDT 2009,NO_QUERY,joanneeadie,I'm more tired than a very tired thing today. 
1665,0,1793346454,Thu May 14 02:20:17 PDT 2009,NO_QUERY,orchardant,My Macbook Pro's battery is broken (physically bulging out) but Apple won't replace it as the guarantee ran out 2 months ago! 
1666,0,2259199499,Sat Jun 20 17:10:48 PDT 2009,NO_QUERY,CatNamedSammy,Momma's sick.   I better learn how to type if I want to keep tweeting!
1667,4,1685644166,Sun May 03 01:21:03 PDT 2009,NO_QUERY,nraguy,[Blog] Are you a member of the N.R.A?: Cold_Embrace asked: Nachos Rifles Alcohol Mmm ... Good combination!  http://s3nt.com/gbg5
1668,0,2259196101,Sat Jun 20 17:10:27 PDT 2009,NO_QUERY,kimmierae61,@mudhen19 it makes me cry.  the whole situation makes me cry.
1669,0,1995523942,Mon Jun 01 13:37:41 PDT 2009,NO_QUERY,theehalfwit,the truth hurts 
1670,4,1468612096,Tue Apr 07 02:43:38 PDT 2009,NO_QUERY,REDROBOTRECORDS,Listening to Very Jon &amp; Oscar Tg's mixes of Rise of the Robots. WOW 
1671,4,2065133307,Sun Jun 07 07:58:03 PDT 2009,NO_QUERY,katepatto,@jaimiesortino yah yah sounds good  we should try say hello before or after le show
1672,4,1822468297,Sat May 16 19:38:51 PDT 2009,NO_QUERY,robertwise,@SisterSadist thank you! 
1673,4,2067644925,Sun Jun 07 12:42:33 PDT 2009,NO_QUERY,larkinvain,@tgn_news  Just replied to your Consortium posts. Looks like I'm spam again 
1674,0,2013083674,Tue Jun 02 21:53:05 PDT 2009,NO_QUERY,vodkatrina,I'm real sad my $4 beer just became my new perfume 
1675,4,1469242436,Tue Apr 07 05:44:04 PDT 2009,NO_QUERY,jont,@PatParslow I will be good and stop being a bad influence. Wonder if all uni web teams are like the UniversityOfBumsOnSeats 
1676,4,1973791286,Sat May 30 11:50:30 PDT 2009,NO_QUERY,jordeno89,@juanitothegreat YOU'RE SUPPOSED TO YELL BACK!!! 
1677,0,2005147424,Tue Jun 02 09:16:36 PDT 2009,NO_QUERY,gina_pina_14,@aianna21 No fair  *pouts and sulks*
1678,0,1979352480,Sun May 31 02:40:38 PDT 2009,NO_QUERY,FoodStories,@Lemonpi oh they didn't have enough holes! So when you spread butter on top it just sits there 
1679,0,2189527406,Tue Jun 16 00:14:43 PDT 2009,NO_QUERY,sunshinepirate,@PedroKid that sucks dude. please tell me you weren't subject to R&amp;B at 6.30 
1680,4,2051979827,Fri Jun 05 23:18:50 PDT 2009,NO_QUERY,iFLC,planning out the SF trip tomorrow. 
1681,4,2174738019,Sun Jun 14 23:12:05 PDT 2009,NO_QUERY,LinderrCurlise,Yay for classic Disney songs. Cinderella = best movie EVER. 
1682,0,2301257757,Tue Jun 23 15:12:13 PDT 2009,NO_QUERY,AlyssaWolf,Genuinely sad about the Jon and Kate situation.  
1683,4,2052215776,Sat Jun 06 00:00:52 PDT 2009,NO_QUERY,Mat_,"@:ayku, y a pas longtemps, tu as posté un twit: Waiting for @Mat_'s return in order to translate eLive show ... why ? "
1684,4,2061849239,Sat Jun 06 21:45:18 PDT 2009,NO_QUERY,djtripleexe,@Somaya_Reece Congrats 
1685,4,2031155159,Thu Jun 04 09:24:43 PDT 2009,NO_QUERY,pinatubo2000,@dtnick Maybe I should stop actually reading the PRs I get. Then it won't annoy me. That's a solution 
1686,4,1693720598,Sun May 03 23:31:54 PDT 2009,NO_QUERY,StDAY,"@xoMusicLoverxo No worries, I will. First chapter done! Woo! Haha. "
1687,0,1962570170,Fri May 29 11:15:04 PDT 2009,NO_QUERY,kylieee_b,@margjoc haha i am aware of how one contracts a UTI.  and i have training for work at 8:45 tomorrow morning so i have to go to bed early 
1688,4,1836351770,Mon May 18 07:50:34 PDT 2009,NO_QUERY,sarahstanley,Getting things ready for race/trip this weekend!  can't wait to see @krzimmer + all my other friends in Chicago!!
1689,0,2254390916,Sat Jun 20 09:40:33 PDT 2009,NO_QUERY,CosasDelAmor,"@ChrisMW Hey Chris I am find, it is just I never actually got out off bed until 3:30 then I went to the shop. Sorry "
1690,4,2059049861,Sat Jun 06 16:08:49 PDT 2009,NO_QUERY,ph_raymond,he's just not that into you - my review  http://bit.ly/1aHefu
1691,4,1967603988,Fri May 29 19:53:05 PDT 2009,NO_QUERY,zoyagervis,Sooo ready for this weekend 
1692,0,1827801935,Sun May 17 11:28:41 PDT 2009,NO_QUERY,kayingtons,having a bad day 
1693,0,1823538133,Sat May 16 22:14:31 PDT 2009,NO_QUERY,RobSoCool,Can I come home?? 
1694,0,2323693044,Thu Jun 25 01:15:02 PDT 2009,NO_QUERY,julienneceline,wants an iPhone so badly... (tears)  :'-( http://plurk.com/p/13smz9
1695,0,2049919937,Fri Jun 05 17:44:15 PDT 2009,NO_QUERY,menriquez7,We miss you Mr. M!!! 
1696,4,2057206367,Sat Jun 06 12:34:13 PDT 2009,NO_QUERY,chelseagalpin,just got home from work and is going to have a bath and watch a film 
1697,4,2052294398,Sat Jun 06 00:15:12 PDT 2009,NO_QUERY,theramon,@tisonfire yes.  House music at 3am at The pickle.  
1698,0,1693045260,Sun May 03 21:25:13 PDT 2009,NO_QUERY,HollandMarielle,I want sushi! I want mr chows! I want bennihanas! I want pf changs!  craaaaavvvvinggggg.... 
1699,0,2266367544,Sun Jun 21 08:23:04 PDT 2009,NO_QUERY,nischs,Going frenzy understanding consumer behaviour 
1700,0,2013964760,Wed Jun 03 00:04:20 PDT 2009,NO_QUERY,ana16castillo,@xomendi22 really???? no im not.  LOL
1701,0,1983306385,Sun May 31 12:54:17 PDT 2009,NO_QUERY,jewel201,change of plans 
1702,0,1883590503,Fri May 22 08:47:42 PDT 2009,NO_QUERY,shayneheidt,packin up to go home  why can't all my friends and family mocve here with me?
1703,0,2217346090,Wed Jun 17 20:44:14 PDT 2009,NO_QUERY,hannnster,@StephaniePearl booo  I hate it when teachers talk just because they like to hear themselves hahaha.
1704,4,1981377638,Sun May 31 09:01:32 PDT 2009,NO_QUERY,ashleyluvsjbvfc,@brittanyvfcchic drew direct messaged me idk how but he did 
1705,0,2200511718,Tue Jun 16 19:00:05 PDT 2009,NO_QUERY,web_goddess,"TweetDeck supposedly available for iPhone now, but it sure as heck ain't coming up in the Australian App Store. "
1706,0,2178800823,Mon Jun 15 08:13:23 PDT 2009,NO_QUERY,chelseaheyy,just got back from the orthodontist ... not fun 
1707,0,2176164594,Mon Jun 15 03:05:54 PDT 2009,NO_QUERY,James_yeah,@skinnyribs  why must you sell that itokin piece when i'm soooooo broke  ha
1708,4,2183478344,Mon Jun 15 14:33:38 PDT 2009,NO_QUERY,mallorygrooms,ready for the weekend already! last one was great 
1709,4,1754967481,Sun May 10 07:54:01 PDT 2009,NO_QUERY,sparkling_jewel,says date with randee pandee tomorrow!  http://plurk.com/p/sxrdt
1710,0,1967338189,Fri May 29 19:23:55 PDT 2009,NO_QUERY,sherryaggie02,I am too emotional for half time stories like that! 
1711,0,2302467018,Tue Jun 23 16:51:01 PDT 2009,NO_QUERY,MammaSteph,"@endlessblush Sorry to hear it.  Tell her ur there for her...an ear to hear her, a shoulder to cry on &amp; mean it. Help her be positive"
1712,4,1559192623,Sun Apr 19 10:30:19 PDT 2009,NO_QUERY,laneyalexa,is starting a new twitter  Hopefully everyone is having a good one !
1713,0,2189679177,Tue Jun 16 00:37:36 PDT 2009,NO_QUERY,ShowinOffSB,Has to wait another day for my new stock  http://showinoffscrapbooking.blogspot.com
1714,4,2057062996,Sat Jun 06 12:18:05 PDT 2009,NO_QUERY,elizarocks,is cooking all by herself for her sister. 
1715,0,1468293310,Tue Apr 07 00:47:44 PDT 2009,NO_QUERY,rodpetrovic,It is just me. Uninstalled #rails 2.3.2 and tried with a fresh 2.2.2 app - still no dice. Obviously something bizarre in my setup 
1716,4,1985715064,Sun May 31 17:38:11 PDT 2009,NO_QUERY,cobaltgrl09,@alieeparramoure A postage stamp on his fine ass! 
1717,0,2197661282,Tue Jun 16 14:56:59 PDT 2009,NO_QUERY,brightsides,@ewturner sad news. my ginger has also lost its luster. turns out a weekend of swimming in oceans/pools on an island zaps red! 
1718,0,2264941256,Sun Jun 21 05:22:09 PDT 2009,NO_QUERY,VITRAVISP,I have jus given in2 twitter  shal see how it goes from here....
1719,4,1998674633,Mon Jun 01 18:56:32 PDT 2009,NO_QUERY,frootypebzorz,Has a speech to write 
1720,0,1996166069,Mon Jun 01 14:38:21 PDT 2009,NO_QUERY,yobbbo,OK blogtv doesnt like me anymore. I gtg anyways 
1721,0,2323156130,Thu Jun 25 00:01:38 PDT 2009,NO_QUERY,afiqahfarid,Eyyy i'm hungry  Oh it's okay. I can call '1300882525'. Hahahaha lol 
1722,4,2031415853,Thu Jun 04 09:47:09 PDT 2009,NO_QUERY,shannonehart,"@tamichynn Can't wait!!!!  Definitely will be quite a boring event, lol.... NOT!!!!  "
1723,4,2008204596,Tue Jun 02 13:46:45 PDT 2009,NO_QUERY,andiarvanigian,just faxed in my apartment application!!! Whee!!!  Now we wait... 
1724,4,2065662878,Sun Jun 07 09:02:56 PDT 2009,NO_QUERY,jonbabe,"no more fever, the throat is not strep, just a viral infection, YIPEE!!!!! tell that to my aching throat "
1725,0,2200554930,Tue Jun 16 19:03:29 PDT 2009,NO_QUERY,Angela_Webber_,"@SassySenna *text* I know  Thats a great idea, lets go! Ben &amp; I will pick up Mikey &amp; meet you @_Lauren_Mallory &amp; @TheTanyaDenali there! "
1726,4,1793162698,Thu May 14 01:37:01 PDT 2009,NO_QUERY,SparklyB,My new Swatch watch   http://twitpic.com/556bx
1727,4,2188053070,Mon Jun 15 21:13:25 PDT 2009,NO_QUERY,BenBridgeGirl,"@madarcey Yay! Lisa White is one of our very best! We love her, too! Glad your watch is working well again. "
1728,4,2063206180,Sun Jun 07 01:45:28 PDT 2009,NO_QUERY,vikassaurabh,it seems summers are fading away from my room 
1729,0,1695080088,Mon May 04 05:08:18 PDT 2009,NO_QUERY,lethaly,slow start this morning....need coffee. 
1730,4,1684928065,Sat May 02 22:29:10 PDT 2009,NO_QUERY,livnenna,Just spent a lovely day in St Kilda with @joshsharp  very tired now. Nap time when we get home.
1731,4,1986069870,Sun May 31 18:16:27 PDT 2009,NO_QUERY,supergabs,"@bielmenezes KKKKKKKKKKKKK THAT'S A FACT, BABY, THAT'S A FACT  tell him to make a viado twitter"
1732,4,2176914513,Mon Jun 15 05:02:49 PDT 2009,NO_QUERY,hillarymarie25,&quot;can i buy you with my tickets?&quot; &quot;we are going in the hole&quot;...  &lt;3
1733,4,1752385175,Sat May 09 21:46:45 PDT 2009,NO_QUERY,JamiexLynn,"Incase I forget, Happy Mother's Day to all you moms out there, and to my mommy. The very best one in the world "
1734,0,2245841806,Fri Jun 19 16:43:04 PDT 2009,NO_QUERY,nathalie604,"@mrskutcher Oral surgeons suck, I'll be impersonating you very soon..  "
1735,0,1827643311,Sun May 17 11:08:37 PDT 2009,NO_QUERY,skela1979,"Wishes she didn't have to work and could be hangin with Dani, Kenzie, and Robyn "
1736,4,2183073119,Mon Jun 15 14:00:39 PDT 2009,NO_QUERY,cullentastic93,watching eric striffler in blog tv. Today is a bore. Yahhh summer 
1737,0,2249596756,Fri Jun 19 22:38:13 PDT 2009,NO_QUERY,CaitlinJFF,@DJ_JudyJetson charlotte sold out? i didn't know that. but im sorry! that really sucks  i think i would die if i couldnt go. literally lol
1738,4,2049323992,Fri Jun 05 16:40:56 PDT 2009,NO_QUERY,LeizaC,@50cent omg lol i can't believe i've found the man i bin dreamin bout all my life!! haha  hope all is good 4 u and BIG kisses 2 ya! ha xXx
1739,4,2193223024,Tue Jun 16 08:09:51 PDT 2009,NO_QUERY,cinjohn18,Happy Tuesday all! What does the world bring us today? 
1740,4,1835143889,Mon May 18 05:15:26 PDT 2009,NO_QUERY,flower317,Tyler said &quot;diaper&quot; today while pointing to the diaper box! Too cute 
1741,4,2052703497,Sat Jun 06 01:41:47 PDT 2009,NO_QUERY,allora,"@maddimouse me too mouse  i sometimes throw rucola in as well. btw, that lasagne of yours looked lush !"
1742,0,1468415586,Tue Apr 07 01:31:48 PDT 2009,NO_QUERY,DJSourceCode,LAN at @JetBlackOnyx's with @miss_mell was a blasty-blast. Now it's time for home 
1743,4,2192311252,Tue Jun 16 06:50:36 PDT 2009,NO_QUERY,GeorgioBaker,hannah thinks george has bulima or anorxia 
1744,4,1685950520,Sun May 03 02:57:06 PDT 2009,NO_QUERY,matthewcornish,Not that I want to speak too soon but it's awesomely quiet here at the rink for a weekend 
1745,0,2212785610,Wed Jun 17 14:32:00 PDT 2009,NO_QUERY,_beckyboop,"i didnt do this to us, you did, so act like its my fault!!! "
1746,0,1986090002,Sun May 31 18:18:23 PDT 2009,NO_QUERY,x3caitlinnnn,@ddlovato are you watching the MTV movie awards? milez just lost her fist award to ashley tisdale 
1747,4,2189182110,Mon Jun 15 23:25:54 PDT 2009,NO_QUERY,LOSTisStewie,"On bus to college, think this is the last time i hav to be up so early HAPPYDAYS "
1748,0,2267046735,Sun Jun 21 09:32:11 PDT 2009,NO_QUERY,shirijanetan,@diandrarahardjo yeap! for real!! hahah just finished watching it. lol. well it's not that bad .. hahaha.. not going back to jkt till dec 
1749,0,2186741140,Mon Jun 15 19:16:13 PDT 2009,NO_QUERY,honey_dip12,hope i get this job! ughhh...my summer is gonna suck ass! 
1750,0,2250500400,Sat Jun 20 00:41:20 PDT 2009,NO_QUERY,nitnatoz,Just finished watching 'Marley &amp; Me'... sniff sniff  
1751,0,2201674693,Tue Jun 16 20:36:44 PDT 2009,NO_QUERY,ilovehollywood,man why is everyone friggin sick 
1752,4,2002635358,Tue Jun 02 04:46:09 PDT 2009,NO_QUERY,JenniferESt,"Ok, I've started another account for my #BizBookClub comments - @BusBookClub - this way I'll have to tweet &amp; read regularly won't I? "
1753,4,1880484261,Fri May 22 01:24:28 PDT 2009,NO_QUERY,ptoh,@micamonkey there's storyline in porn?  that's a first! 
1754,4,1985003350,Sun May 31 16:14:04 PDT 2009,NO_QUERY,trammykabammy,barrel co-axer connecter   and my brother thinks twitter is stupid PISH POSH .
1755,4,1759126258,Sun May 10 18:31:12 PDT 2009,NO_QUERY,mzsullivan,@CIVILADVICE I know. I be so busy. I might be a diabetic tho... 
1756,0,1989552324,Mon Jun 01 01:58:04 PDT 2009,NO_QUERY,skeedio,can't get mod rewrite to pass on variables 
1757,0,2235381635,Fri Jun 19 01:04:43 PDT 2009,NO_QUERY,aj780,fuck  it sucks not having a job 
1758,4,1999746125,Mon Jun 01 20:44:53 PDT 2009,NO_QUERY,J_O_E_Y_,going to the beach  maybe we'll see grunions.
1759,0,2237759689,Fri Jun 19 06:19:06 PDT 2009,NO_QUERY,gabiib,"@daaayd thank you so much once again, amor  &lt;33333..."
1760,0,2215355387,Wed Jun 17 18:01:41 PDT 2009,NO_QUERY,ladycalypso,"Applied for one of the volunteer positions on dA, but I guess I'm not qualified. I still haven't received a reply. "
